	1713
nobler	5
nobles	11
noblest	8
noblish	1
nobly	7
nobly.--but	1
nobody	2
nod	7
nodding	1
noddle	1
nods	2
nointed	1
noise	39
noise-maker	1
noiseless	1
noises	3
noisome	1
nole	1
nome	1
nominate	1
nominated	2
nomination	2
nominative	1
non	9
non-come	1
non-pareill	1
non-regardance	1
non-suites	1
nonage	1
nonce	1
none	211
nonino	4
nonny	4
nonpareil	2
nonproprietary	5
nony	2
nook	2
nooke-shotten	1
noon	6
noone	2
noone-day	1
noonetide	1
noontide	2
nopcese	1
nor	472
norfolk	24
norman	3
normandy	1
normans	2
north	14
north-north-west	1
north-ward	1
northampton	1
northerly	1
northerne	1
northumberland	7
norway	15
norwayes	1
norweyan	3
nose	27
nose-gaies	1
nose-painting	1
noses	6
noster	1
nosthrill	1
nostra	1
nostre	2
nostrils	5
not	3867
not'st	1
not,--lost	1
not--all	1
not-to-be-endured	1
not:--withdraw	1
not;--i	1
notable	8
notably	1
notarie	1
notaries	1
note	104
note-booke	1
noted	11
notes	22
nothing	291
nothing's	1
nothing.--farewell	1
notice	23
noticed	1
notifie	1
notifies	5
noting	3
notion	2
notorious	5
notoriously	2
notwithstanding	8
nought	16
nought's	1
nourish'd	2
nourished	1
nourisher	1
nourisheth	1
nourishing	1
nourse	1
nous	1
novel	1
novice	1
novices	1
now	1170
now-a-days	1
nowadayes	1
nowhere	2
now’s	1
noyance	1
noyse	10
numb	1
numb'd	1
number	37
numbered	1
numbers	19
numbred	3
numerous	5
nun	2
nuncio	1
nuncle	17
nunne	1
nunnery	5
nuns	2
nuptial	5
nuptiall	9
nuptials	1
nurs'd	2
nurse	160
nurse's	1
nursed	1
nursery	2
nurseth	1
nursing	1
nurture	2
nut	3
nutmeg	1
nuts	2
nutshell	2
nye	2
nym	21
nymme	2
nymph	3
nymphs	8
o	1073
o'clock	15
o'er	49
o'er-cloyed	1
o'er-crows	1
o'er-green	1
o'er-leavens	1
o'er-raught	1
o'er-read	2
o'er-run	2
o'er-snowed	1
o'er-worn	1
o'erbears	1
o'ercast	1
o'ercharg'd	1
o'ercover'd	1
o'erdoing	1
o'erflourished	1
o'ergrown	1
o'ergrowth	1
o'erhanging	1
o'erhasty	1
o'erhear	1
o'erheard	2
o'erlook	3
o'erlooking	1
o'ermaster't	1
o'erpaid	1
o'erpast	2
o'erperch	1
o'erpress'd	1
o'erreaches	1
o'errule	2
o'ershade	1
o'ersized	1
o'erskip	1
o'erstep	1
o'ersways	2
o'ertake	2
o'erteemed	1
o'erthrown	1
o'ertook	1
o'ertop	1
o'erwatch'd	1
o'erweigh	1
o'erwhelm	2
o'erworn	1
o're	15
o're-blowes	1
o're-fraught	1
o're-glanc't	1
o're-hang	1
o're-leape	1
o're-shot	1
o're-tooke	1
o're-turne	1
o're-whelmed	1
o'rewhelme	1
o'th	21
o'that	2
oak	4
oak-cleaving	1
oake	4
oakes	1
oar’d	1
oates	1
oath	48
oathes	10
oaths	15
oats	3
ob	25
obdurate	3
obedience	21
obedient	15
obeisance	1
ober	3
oberon	11
obey	34
obey'd	1
obey.--this	1
obeyed	1
obeys	1
obidicut	1
obiect	5
obiects	2
object	7
objects	4
oblation	1
obligation	3
obliged	1
obliuion	1
obliuious	1
oblivion	5
obscenely	1
obscur'd	3
obscure	5
obscured	2
obscurely	1
obscures	1
obscuring	1
obsequies	3
obsequious	4
obsequiously	1
obseru'd	3
obseruance	3
obseruancie	1
obseruation	1
obseruations	1
obserue	8
obseruer	1
obseruing	1
obseruingly	1
observ'd	2
observance	4
observant	1
observants	1
observation	4
observe	6
observers,--quite	1
observing	1
obsolete	5
obstacle	1
obstacles	2
obstinate	2
obstruction	3
obtain	15
obtain'd	4
obtaine	1
obtained	2
obtaining	10
occasion	32
occasions	7
occular	1
occulted	1
occupation	3
occupation's	1
occupy	1
occupying	1
occur	7
occurrence	2
occurrences	1
occurrents	1
occurs	2
ocean	10
oct	1
octa	18
octauio's	2
octauius	23
od's	3
odd	11
odd's	1
odde	5
oddes	4
oddly	2
odds	8
odes	1
odious	6
odly	1
odoration	1
odorous	2
odour	3
odour.--enough	1
odours	7
oes	1
of	7640
of!--hold	1
of't	1
of,--that	1
off	187
off'red	3
off'rest	1
off-capt	1
off-spring	1
offal	1
offall	1
offence	49
offence's	2
offencelesse	1
offences	7
offend	29
offend'st	1
offended	22
offendendo	1
offender	1
offender's	2
offenders	5
offending	3
offendors	1
offendour	1
offends	4
offensive	1
offer	41
offer'd	8
offer'st	2
offered	4
offering	1
offerings	1
offers	9
offert	1
offer’d	2
offic'd	1
office	60
officer	35
officers	22
offices	17
official	15
officious	1
offrings	1
offspring	1
oft	65
often	51
oftentimes	2
oftner	2
oh	134
oil	2
oily	1
old	339
old-age	1
olde	5
olden	1
older	5
oldest	1
oldness	1
olive	2
oliver	54
oliver's	3
olives	3
olivia	146
olivia's	14
olympus	4
om	38
omen	1
ominous	5
omit	7
omittance	1
omitted	3
omnes	6
on	1405
on!--you	1
on's	6
on't	37
on't,--frailty	1
once	168
once,--but	1
once--shall	1
one	767
one's	6
one--had	1
one--the	5
one-trunk-inheriting	1
one.--to	1
one:--'by	1
onelie	1
onely	64
ones	22
ongles	2
onion	1
onions	1
online	16
only	102
onset	1
ont	1
onward	2
onwards	1
on’t	10
ooze	2
oozy	1
op'd	1
opal!--i	1
ope	12
oped	1
open	50
open'd	3
open-eyed	1
opened	1
opening	4
openly	1
opens	8
open’d	1
operant	1
operation	2
operative	1
oph	58
ophelia	29
ophelia!--nymph	1
ophelia's	1
opinion	34
opinion'd	1
opinions	4
oportunitie	1
opportune	1
opportunities	6
opportunity	9
oppos'd	6
oppose	4
opposed	4
opposeless	1
opposing	1
opposite	15
opposites	2
opposition	4
oppress	1
oppress'd	6
oppressed	2
oppresses	1
oppression	7
oppressor's	1
oppress’d	1
opprobriously	1
opulent	1
or	1506
or,--not	1
oracle	4
oracles	1
orange	2
oration	4
orator	2
orators	3
oratory	2
orb	3
orbe	2
orbed	2
orbs	2
orchard	21
orchards	1
ordain'd	1
ordained	1
ordenance	1
order	35
ordered	3
ordering	1
orderly	4
orders	1
order’d	1
ordinance	6
ordinant	1
ordinary	8
ordnance	4
ordure	1
ore	24
ore-beare	1
ore-bearing	1
ore-leapes	1
ore-lookt	1
ore-read	1
ore-rules	1
ore-stare	1
ore-sway	1
ore-swell	2
ore-tane	1
ore-trip	1
ore-watch'd	1
orecharged	1
orelooke	1
orenge	1
orenge-tawny	1
ores	1
oreshooes	1
organ	5
organ-pipe	1
organized	5
organs	3
orient	3
origin	3
original	5
originall	1
originator	5
orisons	3
orl	3
orlando	164
orld	2
orleance	34
ornament	13
ornaments	5
orphans	5
orpheus	1
orsino	8
orsino's	8
orthography	2
osier	1
osiers	1
osr	25
osric	8
ossa	1
ostent	2
ostentation	2
ostents	1
osw	38
oswald	18
ote-cake	1
oth	182
othe	69
othel	15
othello	52
othello's	11
other	340
other's	6
othergates	1
others	104
othersome	1
otherwise	14
ottamites	2
ottamittes	1
ottoman	1
ou	1
oublie	3
ouer	35
ouer-beare	1
ouer-beares	1
ouer-bold	1
ouer-borne	1
ouer-cannoped	1
ouer-charg'd	1
ouer-credulous	1
ouer-earnest	1
ouer-full	1
ouer-growne	1
ouer-heard	1
ouer-heardst	1
ouer-heare	1
ouer-ioyed	1
ouer-looke	2
ouer-lustie	1
ouer-name	1
ouer-peere	1
ouer-red	1
ouer-shot	1
ouer-take	1
ouer-watcht	1
ouer-whelmed	1
ouer-wither'd	1
ouerborne	1
ouercame	2
ouercast	1
ouercome	1
ouerflow	1
ouerflowne	1
ouerheard	1
ouerkindnesse	1
ouermastred	1
ouertake	1
ouerthrow	4
ouerthrowne	3
ought	30
ougly	1
ounce	3
our	1178
ours	26
ourself	4
ourselves	22
ourselves.--[to	1
out	595
out-braue	1
out-dwels	1
out-face	1
out-facing	1
out-herods	1
out-liue	3
out-liues	1
out-night	1
out-paramour'd	1
out-rage	1
out-ran	1
out-run	1
out-shining	1
out-side	2
out-sleepe	1
out-sport	1
out-strip	1
out-sweare	1
out-talk	1
out-tongue	1
out-vied	1
out-voyce	1
out-wall	1
out-weare	1
out.--adieu	1
outbraves	1
outbreak	1
outcast	2
outcries	1
outcry	1
outdated	5
outface	3
outfrown	1
outgoing	1
outgrown	1
outjest	1
outlarie	1
outlaw'd	1
outlaws	1
outliue	1
outlive	5
outlives	1
outrage	5
outrageous	1
outragious	1
outright	2
outrunne	1
outscorn	1
outside	20
outstay	1
outstretch'd	1
outstrip	2
outstripp'd	1
outward	32
outwardly	1
outworn	2
ouy	4
over	29
over-blown	1
over-eying	1
over-goes	1
over-happy	1
over-lusty	1
over-merry	1
over-partial	1
over-plus	1
over-reach	1
over-roasted	1
over-swear	1
over-topping	1
over-weening	1
overblown	2
overboard	1
overcame	2
overcome	2
overdone	2
overfar	1
overgo	1
overheard	1
overheard'st	1
overjoyed	1
overleather	1
overlooked	1
overmuch	1
overpeering	1
overrul'd	1
overset	1
overta'en	1
overtake	3
overthrow	2
overthrown	4
overthrows	1
overture	2
overturn	1
overweening	1
overwhelming	1
overworn	1
ovid	2
ow'd	3
ow'st	3
owd'st	1
owe	29
owed	6
owes	7
owes:--i	1
owest	2
oweth	1
owl	2
owle	5
owls	3
own	199
owne	119
owner	29
owner's	1
owners	2
owns	11
owse	1
owy	1
ow’st	1
ox	3
oxe	2
oxen	2
oxford	7
oxford-you	1
oxslips	1
oyster	5
o’er	11
o’er-prized	1
o’erboard	2
o’erstunk	1
o’erthrown	1
o’th	1
p	13
p's	1
pac'd	1
pace	14
paces	2
pacified	1
pacing	1
pack	6
pack'd	2
pack-horse	1
pack-thread	1
packe	1
packet	2
packing	3
packings	1
packs	1
packt	1
packthread	1
paction	1
paddle	1
paddling	1
paddock	1
padock	1
padua	38
pagan	2
pagans	1
page	42
pageant	5
pageants	2
pages	10
pah	3
paid	47
paied	2
paies	1
pail	1
pailfuls	1
pain	19
paine	7
painefull	2
paines	29
painful	3
painfully	1
pains	20
paint	4
painted	27
painter	5
painter's	1
painting	9
paintings	1
pair	12
paire	2
paires	1
palabras	1
palace	25
palaces	2
palate	3
palats	1
pale	59
pale-clipt	1
pale-dead	1
pale-hearted	1
palenesse	1
palentine	2
paler	3
pales	2
palestine	1
palfray	1
palfrayes	1
pall	1
pallabris	1
pallace	4
pallaces	2
pallate	1
pallats	1
palm	5
palm-tree	1
palme	5
palmers	2
palmy	1
palpable	5
palter	2
paltry	4
paly	2
pamela	1
pamper	1
pampred	1
pancackes	1
pancakes	2
pandars	1
pandarus	1
pander	2
panders	1
panel	1
pang	1
pangs	4
pansies	1
pant	1
pantaloon	3
panting	2
pantingly	1
pantry	1
pants	2
pap	2
paper	46
papers	4
paperwork	5
paphos	1
par	24
paradise	5
paradox	1
paradoxes	1
paragon	3
paragons	1
paragraph	55
paragraphs	15
paralell	2
parallel	1
parallels	1
paramour	3
parcas	1
parcell	1
parcell'd	1
parcels	2
parching	1
parchment	2
pard	3
pardon	108
pardon'd	3
pardon't	1
pardona-mi's	1
pardoning	1
pardonne	1
pardonner	2
pardon’d	2
pare	1
pared	1
parel	1
parent	2
parentage	6
parenthesis	1
parents	7
parings	1
paris	39
paris's	1
paris-balls	1
parish	1
parish-top	1
parishioners	1
park	1
parke	2
parlas	1
parle	5
parleis	1
parlen	1
parley	6
parlour	2
parlours	1
parlous	3
parrat	2
parrats	2
parricide	1
parricides	1
parrot	1
parsley	1
parson	4
parson's	1
part	247
part's	1
partake	4
parted	21
partely	1
parthia	1
partial	2
partially	1
participate	1
particle	2
particular	30
particularities	1
particularly	5
particulars	5
parties	2
parting	7
partisan	1
partisans	3
partition	2
partlie	1
partly	17
partner	5
partner's	1
partridge	1
parts	58
party	20
party-colour'd	1
pas	1
pashfull	1
pasport	1
pass	40
pass'd	7
passado	2
passage	9
passages	6
passe	18
passed	3
passes	3
passeth	1
passing	19
passio	1
passion	68
passion's	1
passionate	4
passions	3
passion’d	1
passy-measure	1
past	69
paste	1
pastime	8
pastoral	1
pastoral-comical	1
pastors	1
pastry	1
pasture	6
pat	5
patch	6
patch'd	1
patched	3
patches	4
pate	14
patent	2
paternal	1
path	5
pathes	1
pathetical	1
paths	2
pathways	1
patience	87
patient	39
patiently	9
patrick	1
patrimony	2
patron	4
patroness	1
pattens	1
pattent	1
pattern	4
patterne	1
patternes	1
patterns	1
pattle	1
pauca	1
paucas	1
paued	2
pauillion	1
pauillion'd	1
paul	5
paul's	2
paunch	1
paund	1
pause	16
pavin	1
pawn	2
pawn'd	2
paws	1
pawse	3
pawser	1
pax	2
pay	50
pay'd	1
pay't	1
payd	2
payde	1
payes	3
payest	1
paying	13
payment	5
payments	15
payre	2
pays	7
peace	175
peace-maker	1
peace-parted	1
peaceable	1
peaceablie	1
peacefull	2
peacocks	2
peak	1
peake	1
peal	1
peale	1
peales	1
pear	1
pearce	1
pearch'd	1
peare	1
pearl	9
pearle	5
pearles	2
pearls	2
peas	2
peasant	9
peasants	1
peascod	4
pease	4
pease-blossome	4
peaseblossome	1
peat	1
peate	1
peating	1
peazants	1
pebble	1
pebbled	1
pebbles	1
pecke	2
peculiar	4
ped	1
pedant	33
pedascule	1
pedigree	1
pedlar	2
pedr	5
pedro	42
peece	10
peeces	4
peep	3
peepe	4
peepes	1
peeps	1
peer	2
peer'd	1
peere	2
peerelesse	1
peeres	6
peereth	1
peering	1
peerless	1
peers	9
peeuish	5
peevish	8
peevish-fond	1
peevishly	1
peg	1
peg-a-ramsey	1
pegasus	2
peggs	1
peise	1
peize	1
pelican	2
pelion	1
pell-mell	2
pella	1
pelt	1
pelting	2
pembroke	3
pen	22
penaltie	2
penalties	2
penalty	4
penance	5
pence	2
pencil	3
pendant	2
pendulous	1
penetrable	2
penetrate	1
penitence	1
penitent	3
penker	1
penne	1
penned	1
pennie-worth	1
penning	1
penny	4
penny-cord	1
pennyworths	1
penons	1
pens	2
pense	5
pension	2
pensioners	1
pensive	1
pent	5
pent-house	1
pent-up	1
pentecost	1
penthesilea	1
penthouse	2
penury	5
peonied	1
people	65
peopled	3
peoples	4
pepin	1
pepins	1
pepper	1
peppered	1
peraduenture	7
peradventure	1
perceiu'd	2
perceiue	19
perceiv'd	3
perceiv'st	1
perceive	14
perceived	2
perceiveth	1
perch	1
perchance	25
perdia	1
perdie	1
perdition	7
perdition--worse	1
perdonato	1
perdonne	1
perdu	1
perdurable	2
perdy	4
pere	1
peregenia	1
peremptorie	1
peremptory	1
perfect	20
perfect'st	2
perfected	2
perfectest	1
perfection	12
perfections	1
perfections,--with	1
perfections:--but	1
perfectly	1
perfidious	1
perfidious!--he	1
perfit	1
perfitly	1
perforce	20
perform	17
perform'd	9
performance	4
performances	7
performe	6
performed	5
performing	16
perform’d	4
perfum'd	3
perfume	6
perfumed	2
perfumer	1
perfumes	3
perhaps	26
peril	9
perill	7
perillous	4
perilous	3
perils	3
period	5
periodic	5
periods	1
perish	9
perishest	1
perishing	1
perish’d	2
periur'd	3
periurie	3
periury	2
periwig-pated	1
perjur'd	6
perjuries	1
perjury	4
permafoy	1
permanent	6
permission	63
permit	2
permitted	10
pernicious	5
pernitious	3
perpend	4
perpendicularly	1
perpetual	8
perpetually	1
perplex	1
perplexed	1
perrill	1
persecutions	1
perseuer	1
perseuerance	1
perseus	1
persever	2
persevere	1
persian	2
person	66
person's	1
personae	5
personage	3
personal	26
personall	5
personated	1
persons	12
perspectiuely	1
perspective	2
persuade	9
persuade,--the	1
persuaded	5
persuades	2
persuading	1
persuasion	3
perswade	4
perswaded	5
perswades	1
perswasion	3
pert	1
pertaine	1
pertaines	3
perticular	1
pertly	1
perturbation	2
perturbations	1
perturbed	1
perus'd	2
perusal	2
peruse	4
perverse	1
perverseness	1
pervse	1
pesant	2
pesants	1
peseech	1
pester	1
pester'd	1
pestilence	5
pestilent	5
pet	14
petard	1
peter	35
peter's	4
petit	1
petition	3
petitionary	1
petitioner	1
petitioners	1
petitions	2
petrarch	1
petruchio	209
petruchio's	6
petter	1
petticoat	3
petticoats	2
pettie	1
pettinesse	1
petty	11
peu	2
pew	1
pew-fellow	1
pewter	1
pg	7
pglaf	5
phaeton	1
phangs	1
phantasies	1
phantasma	1
phantastically	1
pharamond	3
pharaoes	1
pharies	1
phebe	46
phebe's	1
phebes	1
phebus	2
pheeze	1
phelps	1
phibbus	1
philemons	1
philhorse	1
philip	4
philippi	11
phillida	1
phillip	1
philoclea	1
philomel	1
philomele	2
philosopher	6
philosophy	11
philostrate	1
phoebe	1
phoebus	5
phoenix	3
phrase	38
phrases!--by	1
phrygia	1
phylosopher	1
physic	8
physical	10
physicall	1
physician	2
physicians	3
physicke	2
physicks	1
physitian	1
physition	1
phœbus	3
phœdus	1
phœduus	1
phœnix	2
pi	1
pia	1
pibble	1
pick	2
pick'd	1
pick-purse	1
pickaxe	1
picke	2
picked	2
pickers	1
pickle	2
pickle-herrings!--how	1
pickt	3
pick’d	1
pictur'd	1
picture	15
picture's	1
pictures	6
pidgions	1
pie	2
piec'd	3
piece	26
pieces	9
pied	3
pierc'd	3
pierce	11
pierces	1
pierceth	1
piercing	4
pierst	1
piety	2
pig	3
pig-nuts	1
pigeon-liver'd	1
pigeons	2
pigge	2
pight	1
pigmies	1
pigrogromitus	1
pike	1
pikes	1
pil'd	1
pilate	1
pilchards	1
pile	4
pilf'rings	1
pilfering	1
pilgrim	2
pilgrimage	8
pilgrims	2
pill'd	1
pillage	2
pillar	1
pillars	1
pillicock	1
pillicock's	1
pillory	1
pillow	6
pillowes	2
pilot	2
pilots	1
pimpernell	1
pin	6
pin'd	1
pin's	1
pinch	4
pinch'd	1
pinch-spotted	1
pinches	2
pinch’d	3
pind	3
pindarus	12
pine	9
pined	2
pines	1
pinfold	1
pining	1
pinion	1
pink	2
pins	1
pint	1
pioned	2
pioner!--once	1
pioners	1
pionied	1
pious	5
pip	1
pipe	8
pipers	1
pipes	5
piping	2
pir	11
piramus	37
pirate	3
pirates	1
pisa	14
pisa's	1
pish	4
pist	59
pistol	3
pistoll	20
pistols	1
pit	7
pitch	14
pitched	1
pitcher	1
pitchers	2
piteous	14
pitez	1
pitfall	1
pith	5
pithy	1
pitied	7
pities	2
pitiful	7
pitiless	2
pittance	1
pitteous	1
pittie	9
pittied	2
pittifull	7
pitty	20
pity	55
pity-wanting	1
pitying	1
plac'd	4
plac't	1
place	195
placed	8
placentio	1
places	15
placke	1
placket	1
plagu'd	1
plague	35
plague_--a	1
plagues	4
plaid	7
plaie	1
plaiers	1
plaies	1
plain	38
plaine	21
plaine-song	2
plainely	2
plainenesse	1
plainer	1
plainest	2
plainly	6
plainness	5
plainnesse	1
plainsong	1
plaintiff	1
plaintiffe	1
plaintiffes	1
planet	1
planetary	1
planets	2
plannet	1
plant	9
plantagenet	10
plantagenets	1
plantaginet	1
plantain	1
plantation	3
planted	3
planteth	1
planting	1
plants	6
plash	2
plaster	2
plastering	1
plate	3
platform	4
platforme	1
plats	1
plausive	1
plautus	1
play	175
play'd	10
play's	1
play'st	2
play,--and	1
play,--i	1
play-fellow	1
play-house	1
playd'st	1
played	7
player	11
players	31
players,--as	1
playes	4
playfellow	1
playing	10
plays	11
play’d	3
ple	8
plea	7
pleach'd	1
pleached	2
plead	10
pleade	3
pleades	1
pleading	2
pleas'd	15
pleas't	1
pleasance	1
pleasant	17
pleasant'st	1
pleasantry	1
pleasd	1
please	169
pleased	8
pleases	6
pleasest	1
pleaseth	7
pleasing	11
pleasure	74
pleasure's	1
pleasures	13
plebeians	5
pledge	6
plein	1
plenteous	5
plentie	1
plentiful	1
plentifully	1
plenty	5
plentyes	1
plesse	4
plew	1
pliant	1
plies	1
plight	5
plighted	1
plodde	1
plodded	1
plods	1
plood	1
ploodie	1
plot	10
plots	5
plotted	3
ploughman	2
plowe	1
plowes	1
pluck	28
pluck'd	7
plucke	12
pluckes	2
plucking	3
plucks	6
pluckt	7
pluck’d	1
plum-tree	1
plumb	1
plumbe	1
plume	3
plumed	2
plumes	2
plummet	2
plunge	3
plunged	2
plural	1
plurals	1
plurisy	1
plus	2
pluto's	1
ply	5
plyes	1
pocket	12
pockets	3
pocketting	1
pocky	1
pody	1
poem	1
poesie	2
poesy	2
poet	16
poet's	2
poetical	4
poetry	6
poets	5
point	51
point-device	2
pointed	2
pointing	4
points	16
pois'd	1
poise	1
poison	33
poison'd	6
poisoned	2
poisoner	2
poisoning	1
poisonous	2
poisons	2
poize	2
poke	1
pol	86
polack	4
polacks	1
poland	3
pole	4
pole-clipt	2
policie	4
policy	8
polish'd	1
politic	7
politician	3
politicians	1
politicly	1
politique	2
poll	1
pollicy	2
pollution	1
polonius	36
polonius's	2
pomegranate	1
pomfret	10
pomp	5
pompe	4
pompey	5
pompeyes	7
pompous	1
pond	1
ponder	1
ponderous	1
poniards	1
ponticke	1
pooh	1
pool	3
poor	190
poor-john	2
poore	95
poorely	2
poorest	3
poorly	2
pop'rin	1
pope	132
pope’s	1
popil	2
popillius	3
popp'd	1
poppy	1
popular	2
popularitie	1
populous	1
populus	1
por	127
porch	2
porches	1
porcupine	1
poring	1
porke	2
porke-eaters	1
porne	3
porridge	2
porringer	1
port	10
portable	3
portage	1
portal	1
portance	1
portend	3
portentous	3
portents	2
porter	6
porters	1
portia	41
portias	3
portion	3
portly	2
portrait	1
portraiture	1
ports	4
portugal	1
position	3
positiue	1
positively	2
possess	7
possess'd	9
possesse	5
possessed	8
possesser	1
possesses	3
possesseth	1
possessing	2
possession	15
possessions	1
possess’d	1
possest	6
posset	1
possets	1
possibility	5
possible	38
possibly	3
post	25
post-haste	3
posted	25
posterity	7
posters	1
posthorse	1
posthorses	1
posting	1
posts	1
postscript	2
posture	1
postures	1
posy	1
pot	6
potations	1
potency	2
potent	10
potential	1
potentiall	1
potently	1
pothecary	1
potion	1
potion's	1
potion.--is	1
potions	2
potpan	2
pots	1
potting	1
pottle	1
pottle-deepe	1
pouch	1
poudring	1
pouertie	1
pouerty	1
poultice	1
pound	16
pounds	2
pour	16
pour'd	2
pour'st	1
poure	3
pouring	1
pourquoy	2
pours	2
pout'st	1
poverty	13
pow'r	3
pow'rful	2
pow'rs	4
powder	3
power	109
powerful	3
powerfully	1
powers	21
powr'd	1
powre	10
powrefull	3
powres	4
pox	8
poyes	1
poynyards	1
poyson	8
poyson'd	2
poysond	1
poysonous	1
poysons	2
pr'ythee	15
prabbles	1
practically	5
practice	14
practices	3
practique	1
practis'd	3
practise	18
practiser	1
practises	3
practising	2
practiz'd	1
praeclarissimus	1
praetors	1
pragging	1
prague	1
praie	12
praier	1
praies	3
praines	2
prais'd	10
praise	67
praise,--that	1
praised	5
praised!--here	1
praises	7
praisest	1
praising	8
prankes	1
pranks	5
prate	5
prated	1
prater	1
prating	7
pratle	1
pratler	1
prattle	3
praue	4
prawles	1
pray	309
pray'd	3
pray'r	1
pray'st	1
praye	1
prayer	17
prayer's	1
prayer-book	1
prayers	29
prayes	3
praying	5
prays	3
prayse	7
praysed	2
prayses	3
pre-dominance	1
pre-formed	1
pre-ordinance	1
preach	1
preach'd	1
preachers	1
preaching	1
pread	1
precedent	6
precedes	1
preceding	1
preceptiall	1
precepts	4
precious	33
precious-juiced	1
preciously	1
precipitating	1
precisely	1
precurse	1
precursors	1
predeceased	1
predecessor	1
predecessors	2
predestinate	1
predicament	2
predict	1
prediction	3
predictions	1
predominance	1
predominant	2
pree	1
preeminence	1
preface	4
prefer	4
prefer'd	1
preferment	4
preferments	1
preferre	3
preferred	1
preferring	1
prefiguring	1
prefixed	2
pregnant	8
preied	1
prelate	2
premeditated	2
premises	1
prennes	1
prenominate	1
prepar'd	9
preparation	14
preparations	2
prepare	45
prepared	3
prepares	1
preposterous	2
preposterously	3
prepostrous	1
prepostrously	1
prerogatifes	1
prerogatiu'd	1
prerogative	2
prerogative:--hence	1
presage	5
presagers	1
presages	1
presageth	1
prescience	1
prescribe	1
prescript	1
prescription	1
prescriptions	1
presence	35
present	90
present'st	1
present-absent	1
presentation	2
presented	8
presenters	1
presenteth	2
presenting	3
presentlie	3
presently	51
presently:--o	1
presentment	1
presents	4
preseru'd	1
preseruation	1
preserue	3
preserv'd	3
preservation	3
preserve	10
preserver	1
preserving	1
president	2
press	5
press'd	1
presse	10
pressed	1
presses	2
pressure	1
pressures	1
prest	5
prester	1
presume	6
presumes	1
presuppos'd	1
pretence	3
pretend	1
prethee	2
pretors	1
prettie	2
prettier	1
prettiest	3
prettily	2
prettiness	1
pretty	47
preuail'd	1
preuaile	1
preuailment	1
preuayl'd	2
preuayle	1
preuent	4
preuented	3
preuention	4
prevail	3
prevail'd	3
prevails	1
prevent	14
prevent'st	1
prevented	7
prevents	2
previous	5
prevision	1
prey	16
prey's	1
preys	1
pri	1
priam	4
priam's	1
priami	3
price	12
prick	5
prick'd	6
prick'st	1
pricke	7
prickeard	1
pricking	3
pricks	4
pricksong-keeps	1
prickt	2
prick’d	1
pride	35
pridge	6
prie	1
pries	1
priest	31
priests	7
prima	13
primal	1
prime	12
primo	1
primrose	3
primus	7
primy	1
prin	66
princ	1
prince	201
prince's	7
princely	23
princes	66
princess	15
princesse	7
princesses	4
principal	7
principall	3
princox	1
prings	1
print	9
printed	26
printer	1
printing	2
printless	1
prints	3
prisde	1
